student_id,minutes,nbr_days,quiz,exam,q&a,subscribed
290700,0.8,1,0,0,0,0
290746,1423.5,32,1,1,0,1
290770,0.9,1,0,0,0,0
290841,0,0,0,0,0,0
290897,0,0,0,0,0,0
290902,0.1,1,0,0,0,0
290932,0.1,1,0,0,1,0
290949,0,0,0,0,0,0
290953,496.8,18,1,1,0,1
290959,0,0,0,0,0,0
290997,2.6,3,0,0,0,0
291013,0,0,0,0,0,0
291016,9.4,1,1,0,0,0
291019,0.1,1,0,0,0,0
291026,0.3,1,1,0,0,0
291097,0,0,0,0,0,0
291105,0.1,1,0,0,0,0
291162,12.6,1,1,0,0,0
291228,102.3,4,0,1,0,0
291288,0,0,0,0,0,0
291357,0,0,0,0,0,0
291449,3.5,2,0,0,0,0
291471,0,0,0,0,0,0
291496,0,0,0,0,0,0
291503,0.3,1,0,0,0,0
291594,0,0,0,0,0,0
291595,0,0,0,0,0,0
291630,0,0,0,0,0,0
291718,0,0,0,0,0,0
291952,0.1,1,0,0,0,0
291968,0.1,1,0,0,0,0
291973,6.4,1,0,0,0,0
291982,0,0,0,0,0,0
291988,0.1,1,0,0,0,1
292015,0.2,1,0,0,0,0
292036,0.4,1,0,0,0,0
292064,2.8,1,0,0,0,0
292135,0,0,0,0,0,0
292484,14.1,1,1,1,0,0
292517,20.9,1,0,0,0,0
292527,0,0,0,0,0,0
292538,393.6,12,1,1,0,1
292544,0,0,0,0,0,0
292588,0,0,0,0,0,1
292629,14.4,1,0,0,0,1
292650,612.2,21,1,1,0,1
292735,0.5,1,0,0,0,0
292754,0,0,0,0,0,0
292762,2,2,0,0,0,0
292767,7.7,3,1,0,0,0
292809,10.5,1,0,0,0,0
292840,4.3,1,0,0,0,0
292845,0,0,0,0,0,0
292851,2.1,1,0,0,0,0
292869,0.1,1,0,0,0,0
292885,0.7,1,0,0,0,0
292886,0.4,1,0,0,0,0
292892,0.5,1,0,0,0,0
292932,26.9,1,0,0,0,0
293049,19.3,1,0,0,0,0
293131,1.8,2,0,0,0,0
293145,0.2,1,0,0,0,0
293248,30,2,0,0,0,0
293264,53.1,6,1,1,0,0
293273,0,0,0,0,0,0
293354,0,0,0,0,0,0
293356,60.8,4,0,0,0,0
293370,4,2,0,0,0,0
293390,0.6,1,0,0,0,0
293422,1.2,1,0,0,0,0
293476,0,0,0,0,0,0
293491,76.3,2,1,0,0,0
293497,202.6,9,1,1,0,1
293535,0,0,0,0,0,0
293543,44,2,1,1,0,0
293572,19.2,1,1,0,0,0
293623,12.1,4,1,0,0,0
293632,0,0,0,0,0,0
293879,255.6,10,1,0,0,0
293993,0.2,1,0,0,0,0
294022,0.5,1,0,0,0,0
294122,15.1,2,1,0,0,0
294139,0.2,1,0,0,0,0
294186,0.4,1,0,0,0,0
294223,0,0,0,0,0,0
294249,4,1,0,0,0,0
294298,0.1,1,0,0,0,0
294392,0.1,1,0,0,0,0
294423,6,1,0,0,0,0
294445,4.5,1,0,0,0,0
294483,38.3,3,1,0,0,0
294502,0.6,1,0,0,0,0
294533,0.1,1,0,0,0,0
294563,0,0,0,0,0,0
294600,0.4,1,0,0,0,0
294609,0,0,0,0,0,0
294633,158.9,3,1,1,0,0
294648,180.2,6,1,0,0,1
294686,0,0,0,0,0,0
294703,0,0,0,0,0,0
294717,1,1,0,0,0,0
294820,0.1,1,0,0,0,0
294845,62.5,1,1,1,0,0
294862,0.1,1,0,0,0,0
294876,0,0,0,0,0,0
294904,18.2,1,0,1,0,0
294932,68.5,1,0,0,0,0
294973,6.2,1,1,0,0,0
295034,0,0,0,0,0,0
295042,0,0,0,0,0,0
295093,14.1,1,0,0,0,0
295113,0.5,1,0,0,0,0
295129,0,0,0,0,0,0
295167,0.9,1,0,0,0,0
295176,18.4,1,1,0,0,0
295311,4.8,1,0,0,0,0
295341,0.3,1,0,0,0,0
295351,0,0,0,0,0,0
295355,1.3,1,0,0,0,1
295368,0,0,0,0,0,0
295453,0,1,0,1,0,0
295486,0,0,0,0,0,0
258842,0,0,0,0,0,0
258961,0,0,0,0,0,0
258977,0,0,0,0,0,0
259052,0,0,0,0,0,0
259083,0,0,0,0,0,0
259200,0,0,0,0,0,0
259323,0,0,0,0,0,0
259359,0,0,0,0,0,0
259521,0,0,0,0,0,0
259584,0,0,0,0,0,0
259617,0,0,0,0,0,0
259691,0,0,0,0,0,0
259771,0,0,0,0,0,0
259813,0,0,0,0,0,0
259863,0,0,0,0,0,0
259871,0,0,0,0,0,0
259877,0,0,0,0,0,0
259919,0,0,0,0,0,0
259939,0,0,0,0,0,0
259974,0,0,0,0,0,0
260161,0,0,0,0,0,0
260258,0,0,0,0,0,0
260276,0,0,0,0,0,0
260299,0,0,0,0,0,0
260341,0,0,0,0,0,0
260359,0,0,0,0,0,0
260367,0,0,0,0,0,0
260375,0,0,0,0,0,0
260409,0,0,0,0,0,0
260441,0,0,0,0,0,0
260501,0,0,0,0,0,0
260522,0,0,0,0,0,0
260681,0,0,0,0,0,0
260683,0,0,0,0,0,0
260689,0,0,0,0,0,0
260753,0,0,0,0,0,0
260819,0,0,0,0,0,0
260854,0,0,0,0,0,0
260873,0,0,0,0,0,0
260923,0,0,0,0,0,0
260931,0,0,0,0,0,0
260995,0,0,0,0,0,0
261017,0,0,0,0,0,0
261124,0,0,0,0,0,0
261205,0,0,0,0,0,0
261238,0,0,0,0,0,0
261387,0,0,0,0,0,0
261535,0,0,0,0,0,0
261623,0,0,0,0,0,0
261792,0,0,0,0,0,0
262030,0,0,0,0,0,0
262070,0,0,0,0,0,0
262117,0,1,0,1,0,0
262126,0,0,0,0,0,0
262142,0,0,0,0,0,0
262212,0,0,0,0,0,0
262300,0,0,0,0,0,0
262347,0,0,0,0,0,0
262445,0,0,0,0,0,0
262638,0,0,0,0,0,0
262756,0,0,0,0,0,0
262883,0,0,0,0,0,0
262952,0,0,0,0,0,0
262961,0,0,0,0,0,0
262991,0,0,0,0,0,0
263069,0,0,0,0,0,0
263140,0,0,0,0,0,0
263322,0.1,1,0,0,0,0
263377,0,0,0,0,0,0
263382,0,0,0,0,0,0
263440,0,0,0,0,0,0
263470,37.6,1,0,0,0,0
263472,175.7,3,1,1,0,1
263539,0,0,0,0,0,0
263543,0.9,1,0,0,0,0
263565,40.3,2,1,1,0,0
263568,73.7,2,1,0,0,0
263573,24.6,1,1,0,0,0
263579,537.6,33,1,1,0,1
263601,18.6,1,1,0,0,0
263611,0.2,1,0,0,0,0
263705,2.6,2,0,0,0,0
263736,5.1,1,1,0,0,0
263742,0,0,0,0,0,0
263759,1526.2,53,1,1,0,1
263811,0,0,0,0,0,0
263883,0,0,0,0,0,0
263884,1.2,1,0,0,0,0
263909,0,0,0,0,0,0
263944,0,0,0,0,0,0
263950,29.2,4,1,0,0,0
263955,0,0,0,0,0,0
263964,0,0,0,0,0,0
263980,0.3,1,0,0,0,0
263988,0,0,0,0,0,0
263996,0,0,0,0,0,0
264016,11,1,1,0,0,0
264027,0,0,0,0,0,0
264038,0,0,0,0,0,0
264094,0,0,0,0,0,0
264126,65.6,4,0,1,0,0
264136,0.4,1,0,0,0,0
264214,0.1,1,0,0,0,0
264231,3.8,1,0,0,0,0
264299,0.1,1,0,0,0,0
264303,48,3,0,1,0,0
264309,0,0,0,0,0,0
264326,0.2,1,0,0,0,0
264334,2.5,1,1,0,0,0
264342,46.4,1,0,0,0,0
264344,24.7,5,1,0,0,0
264367,0.3,1,0,0,0,0
264387,7.7,1,0,0,0,0
264403,0,0,0,0,0,0
264410,0,0,0,0,0,0
264428,0,0,0,0,0,0
264439,34.3,4,1,0,0,0
264468,0.2,1,0,0,0,0
264487,0,0,0,0,0,0
264490,0,0,0,0,0,0
264501,6.5,1,0,0,0,0
264539,13.3,1,0,0,0,0
264552,67.5,5,1,0,0,1
264561,0,0,0,0,0,0
264588,0.1,1,0,0,0,0
264614,0,0,0,0,0,0
264644,0,0,0,0,0,0
264741,6.4,1,1,0,0,0
264762,5.7,1,0,0,0,0
264885,0,0,0,0,0,0
264922,28.1,2,0,0,0,0
264961,0,0,0,0,0,0
264971,0,0,0,0,0,0
264981,48.3,3,1,0,0,0
264997,5.4,1,0,0,0,0
265009,0,0,0,0,0,0
265011,0,0,0,0,0,0
265015,39.2,4,1,0,0,0
265028,18.5,3,0,0,0,0
265034,0,0,0,0,0,0
265073,0,0,0,0,0,0
265093,437.3,30,1,1,1,1
265137,0.2,2,0,0,0,0
265175,10.5,2,1,0,0,0
265189,0,0,0,0,0,0
265239,0,0,0,0,0,0
265241,34.9,4,1,0,0,1
265243,0,0,0,0,0,0
265270,3.9,1,0,0,0,0
265332,0,0,0,0,0,0
265360,6.5,2,0,0,0,0
265410,5.4,1,1,0,0,0
265424,131.8,7,1,1,0,1
265441,2.2,1,0,0,0,0
265467,0,0,0,0,0,0
265523,0.2,1,0,0,0,0
265526,0,0,0,0,0,0
265552,43.9,1,0,0,0,0
265556,0,0,0,0,0,0
265573,0,0,0,0,0,0
265575,11.9,2,0,0,0,0
265610,0,0,0,0,0,0
265636,0.1,1,0,0,0,0
265724,0,0,0,0,0,0
265747,0.5,1,0,0,0,0
265758,9.9,2,0,0,0,0
265796,8,1,0,0,0,0
265808,674.4,18,0,1,0,0
265845,0,0,0,0,0,0
265851,0,0,0,0,0,0
265957,0,0,0,0,0,0
265971,0,0,0,0,0,0
265993,0,0,0,0,0,0
266072,30.5,1,0,0,0,0
266123,45.3,3,1,0,0,1
266127,0.1,1,0,0,0,0
266182,3.2,1,0,0,0,0
266190,147.7,3,1,1,0,0
266207,0,0,0,0,0,0
266225,0,0,0,0,0,0
266254,2.5,2,0,0,0,0
266256,0.7,1,1,0,0,0
266259,363.7,2,0,1,0,0
266360,0,0,0,0,0,0
266390,0,0,0,0,0,0
266409,48.3,2,1,0,0,0
266427,14.5,1,1,0,0,0
266439,3.2,1,0,0,0,0
266450,7.8,1,1,0,0,0
266462,186.1,10,1,0,0,1
266469,0,0,0,0,0,0
266485,61.8,5,1,0,0,1
266509,1.2,1,0,0,0,0
266557,0,0,0,0,0,0
266570,2.6,1,0,0,0,0
266580,2.2,1,0,0,0,0
266587,0.8,1,0,0,0,0
266601,9.8,1,0,0,0,0
266653,3.8,1,0,0,0,0
266684,5.7,1,0,0,0,0
266769,102.1,2,0,1,0,0
266833,44.5,2,1,1,0,0
266836,0,0,0,0,0,0
266844,0,0,0,0,0,0
266865,0,0,0,0,0,0
266912,8.4,2,1,0,0,0
267013,0,0,0,0,0,0
267027,0,0,0,0,0,0
267073,43.3,2,1,1,0,0
267185,43,1,1,1,0,0
267222,0,0,0,0,0,0
267242,6,2,0,0,0,0
267321,0,0,0,0,0,0
267338,39.7,2,1,0,0,0
267393,13.8,1,1,0,0,0
267403,0,0,0,0,0,0
267412,15.8,2,0,0,0,0
267478,0.6,1,0,0,0,0
267490,2.7,1,0,0,0,0
267499,0,0,0,0,0,0
267522,0,0,0,0,0,0
267527,0,0,0,0,0,0
267634,0,0,0,0,0,0
267651,0,0,0,0,0,0
267657,0,0,0,0,0,0
267681,0.1,1,0,0,0,0
267722,0,0,0,0,0,0
267770,2.7,1,0,0,0,0
267794,48.9,2,1,0,0,0
267806,0,0,0,0,0,0
267834,22,1,1,0,0,0
267862,0,0,0,0,0,0
267940,1,1,0,0,0,0
267970,5.1,1,0,0,0,0
267971,6.8,1,1,0,0,0
268020,0.1,1,0,0,0,0
268079,57.4,2,1,1,0,0
268084,0,0,0,0,0,0
268106,0,0,0,0,0,0
268126,0,0,0,0,0,0
268146,0,0,0,0,0,0
268155,21.6,5,1,0,0,0
268169,0,0,0,0,0,0
268172,0,0,0,0,0,0
268209,0,0,0,0,0,0
268253,0,0,0,0,0,0
268254,37.7,2,1,0,0,0
268339,58.2,2,1,0,0,0
268378,1,1,0,0,0,0
268400,0,0,0,0,0,0
268442,0,0,0,0,0,0
268443,118.3,3,1,0,0,0
268457,0.6,1,0,0,0,0
268477,0,0,0,0,0,0
268479,2.6,2,1,1,0,0
268489,1.8,1,0,0,0,0
268490,0,0,0,0,0,0
268583,0,0,0,0,0,0
268584,684.7,34,1,1,0,1
268630,1.5,1,0,0,0,0
268694,0.7,2,0,0,0,0
268698,0,0,0,0,0,0
268819,0,0,0,0,0,0
268909,0,0,0,0,0,0
268923,456.5,13,1,1,0,1
268955,45.1,1,1,0,0,0
268959,0,0,0,0,0,0
268973,0.1,1,0,0,0,0
268986,5.3,1,0,0,0,0
269071,0.2,1,0,0,0,0
269084,0,0,0,0,0,0
269112,12,1,0,0,0,0
269151,4.4,1,0,0,0,0
269155,0,0,0,0,0,0
269166,0,0,0,0,0,0
269170,0.6,1,0,0,0,0
269199,0.8,1,0,0,0,0
269219,0.1,1,0,0,0,0
269226,0,0,0,0,0,0
269256,0,0,0,0,0,0
269304,5.4,2,0,0,0,0
269427,0,0,0,0,0,0
269493,0,0,0,0,0,0
269517,0.2,1,0,0,0,0
269541,1666.4,39,1,1,0,1
269563,0,0,0,0,0,0
269629,0.3,1,0,0,0,0
269637,0.4,1,0,0,0,0
269652,0,0,0,0,0,0
269682,0,0,0,0,0,0
269703,0,0,0,0,0,0
269708,0,0,0,0,0,0
269719,6.6,1,0,1,0,0
269728,0.5,1,0,0,0,0
269755,0,0,0,0,0,0
269808,3.1,2,0,0,0,0
269837,0,0,0,0,0,0
269915,4.6,1,0,0,0,0
269923,0,0,0,0,0,0
269941,0,0,0,0,0,0
269960,75.5,2,1,0,0,0
269980,0,0,0,0,0,0
270085,0,0,0,0,0,0
270148,0,0,0,0,0,0
270175,0,0,0,0,0,1
270208,0,0,0,0,0,0
270218,6.4,1,1,0,0,0
270255,0,0,0,0,0,0
270310,0,0,0,0,0,0
270335,39.1,8,1,0,0,0
270445,0,0,0,0,0,0
270484,189.4,9,1,1,0,0
270492,0,0,0,0,0,0
270536,1,2,0,0,0,0
270552,0,0,0,0,0,0
270568,0,0,0,0,0,0
270574,0,0,0,0,0,0
270605,0,0,0,0,0,0
270621,1.6,1,0,0,0,0
270648,103.2,5,1,0,0,1
270689,25.7,3,1,0,0,0
270705,1.2,1,0,0,0,0
270745,0,0,0,0,0,0
270783,2.5,1,0,0,0,0
270847,0,0,0,0,0,0
270934,0,0,0,0,0,0
271013,44.1,3,1,0,0,0
271043,11.7,1,0,0,0,0
271075,0,0,0,0,0,1
271100,17.2,1,0,0,0,0
271143,1.2,1,0,0,0,0
271247,0,0,0,0,0,0
271343,0,0,0,0,0,0
271376,0,0,0,0,0,0
271395,0.2,1,0,0,0,0
271482,0,0,0,0,0,0
271512,1.2,1,0,0,0,0
271541,0,0,0,0,0,0
271569,4.5,1,0,0,0,0
271639,0,0,0,0,0,0
271671,0.4,1,0,0,0,0
271716,0,0,0,0,0,0
271746,10.4,3,1,0,0,0
271750,0,0,0,0,0,0
271759,18.9,1,0,0,0,0
271791,0.2,1,0,0,0,0
271800,2039.6,47,1,1,1,1
271820,0,0,0,0,0,0
271843,0,0,0,0,0,0
271900,47.8,1,1,1,0,0
271947,0,0,0,0,0,0
272068,14.1,7,0,0,0,0
272144,310.2,14,1,1,0,1
272163,0.8,1,1,0,0,0
272184,0.7,1,0,0,0,0
272191,0,0,0,0,0,1
272197,0,0,0,0,0,0
272248,52.6,3,0,0,0,0
272267,45.9,2,1,1,0,0
272288,0,0,0,0,0,0
272302,0,0,0,0,0,0
272341,0.6,1,0,0,0,0
272365,0,0,0,0,0,0
272372,15.6,1,0,0,0,0
272373,3.3,1,0,0,0,0
272396,0.2,1,0,0,0,0
272510,1937.3,57,1,1,1,1
272519,0,0,0,0,0,0
272579,0,0,0,0,0,0
272603,0,0,0,0,0,0
272618,0,0,0,0,0,0
272677,1,1,0,0,0,0
272690,0,0,0,0,0,0
272704,0,0,0,0,0,0
272731,0,0,0,0,0,0
272796,12.8,2,0,1,0,0
272863,0,0,0,0,0,0
272872,0,0,0,0,0,0
272875,46.2,5,0,1,0,0
272902,0,0,0,0,0,1
272942,0,0,0,0,0,0
272945,76.3,2,1,1,0,0
272964,0,0,0,0,0,0
273009,2.7,1,0,0,0,0
273043,19,1,0,0,0,0
273055,2.2,1,0,0,0,0
273112,0,0,0,0,0,0
273155,0,0,0,0,0,0
273158,21.7,1,1,1,0,0
273185,50.9,1,1,0,0,0
273259,0,0,0,0,0,0
273287,37.5,1,0,0,0,0
273306,0.9,1,0,0,0,0
273327,0,0,0,0,0,0
273331,4.9,1,0,0,0,0
273342,0,0,0,0,0,0
273356,0,0,0,0,0,0
273373,0,0,0,0,0,0
273387,0,0,0,0,0,0
273485,0,0,0,0,0,0
273535,2.9,1,1,0,0,0
273552,0,0,0,0,0,0
273562,0.8,1,0,0,0,0
273580,513.2,20,1,1,0,0
273600,0,0,0,0,0,0
273604,0,0,0,0,0,0
273612,0.4,1,0,0,0,0
273631,1,1,0,0,0,0
273663,0,0,0,0,0,0
273670,0.4,1,0,0,0,0
273726,3.3,1,0,0,0,0
273795,0,0,0,0,0,0
273814,5,1,0,0,0,0
273831,64.9,2,1,0,0,0
273835,36.4,2,1,1,0,0
273863,0,0,0,0,0,0
273881,2.3,2,1,0,0,0
273921,0,0,0,0,0,0
273941,0,0,0,0,0,0
274014,0,0,0,0,0,0
274107,0,0,0,0,0,0
274120,17,2,1,0,0,0
274126,0,0,0,0,0,0
274137,0,0,0,0,0,1
274266,0,0,0,0,0,0
274308,0,0,0,0,0,0
274323,0,0,0,0,0,0
274327,7.7,1,0,0,0,0
274387,0,0,0,0,0,0
274389,0,0,0,0,0,0
274424,0,0,0,0,0,0
274437,1.2,1,0,0,0,0
274445,0,0,0,0,0,0
274503,0.2,1,0,0,0,0
274523,0,0,0,0,0,0
274559,0,0,0,0,0,0
274560,1.1,1,0,0,0,0
274562,0,0,0,0,0,0
274601,0,0,0,0,0,0
274654,0,0,0,0,0,0
274661,0,0,0,0,0,0
274665,0.5,1,0,0,0,0
274755,0,0,0,0,0,0
274825,2421,46,1,1,1,1
274839,0,0,0,0,0,0
274858,0.7,1,0,0,0,0
274873,0.3,1,0,0,0,0
274899,6.2,1,0,0,0,0
274961,25.1,5,1,0,0,0
275031,44.9,3,1,0,0,0
275097,0,0,0,0,0,0
275118,0,0,0,0,0,0
275158,184.2,21,1,0,0,1
275168,0,0,0,0,0,0
275177,0,0,0,0,0,0
275181,92.6,2,0,1,0,0
275211,38.7,1,1,0,0,0
275367,0,0,0,0,0,0
275370,38.1,2,0,1,0,0
275466,75.2,3,1,0,0,0
275587,2.2,1,0,0,0,0
275626,3.3,1,0,0,0,0
275761,0,0,0,0,0,0
275767,0,0,0,0,0,0
275772,0.2,1,0,0,0,0
275776,0,0,0,0,0,0
275850,0,0,0,0,0,0
275871,0,0,0,0,0,0
275883,1.4,1,0,0,0,0
275889,32.8,3,0,0,0,0
275981,43.2,2,0,0,0,0
275987,4.2,1,0,0,0,0
276029,0,0,0,0,0,0
276133,0,0,0,0,0,0
276143,0,0,0,0,0,0
276220,307.2,10,1,1,0,0
276273,0.4,1,1,0,0,0
276279,0,0,0,0,0,0
276280,51.5,2,0,0,0,0
276330,0.4,1,0,0,0,0
276387,0.9,1,0,0,0,0
276401,0,0,0,0,0,0
276409,1.8,1,0,0,0,0
276452,44.2,1,0,0,0,0
276477,0,0,0,0,0,0
276546,0,0,0,0,0,0
276548,0,0,0,0,0,0
276550,0,0,0,0,0,0
276572,0.2,1,0,0,0,0
276639,0,0,0,0,0,0
276640,0,0,0,0,0,0
276646,0.2,1,0,0,0,0
276686,0.2,1,0,0,0,0
276737,0,0,0,0,0,0
276829,133.6,3,1,1,0,1
276843,0,0,0,0,0,0
276845,0.7,1,0,0,0,0
276859,0,0,0,0,0,0
276868,27.4,4,1,0,0,0
276917,38.5,3,1,0,0,0
276929,6.3,1,0,0,0,0
276932,85.7,1,1,1,0,1
276956,0,0,0,0,0,0
276999,0,0,0,0,0,0
277005,0,0,0,0,0,0
277088,5.7,2,0,0,0,0
277090,0,0,0,0,0,0
277119,0,0,0,0,0,0
277210,14.1,1,1,0,0,0
277229,12.9,1,1,0,0,0
277232,20.8,1,1,0,0,0
277269,0.2,1,0,0,0,0
277296,1.1,1,0,0,0,0
277339,8,1,0,0,0,0
277342,0.3,1,0,0,0,0
277403,3471.1,56,1,1,0,1
277439,0.3,1,0,0,0,0
277443,40.1,1,0,1,0,0
277447,0,0,0,0,0,0
277451,0.2,1,0,0,0,0
277461,212.3,3,1,1,0,1
277470,1.2,1,0,0,0,0
277492,279.8,3,0,1,0,0
277519,1.6,1,1,0,0,0
277578,0,0,0,0,0,0
277622,0,0,0,0,0,0
277629,0,0,0,0,0,0
277730,0.6,1,0,0,0,0
277758,0,0,0,0,0,0
277803,159.1,3,0,0,0,1
277811,0,0,0,0,0,0
277842,0,0,0,0,0,0
278026,11.2,1,1,0,0,0
278079,1.4,2,0,0,0,0
278133,0.4,1,0,0,0,0
278242,5.2,1,1,0,0,0
278352,0,0,0,0,0,0
278371,28.8,1,1,0,0,0
278408,11.2,1,0,0,0,0
278440,39.9,2,1,0,0,0
278526,0,0,0,0,0,0
278555,0,0,0,0,0,0
278564,10.8,1,0,0,0,0
278570,0,0,0,0,0,0
278588,0,0,0,0,0,0
278622,0,0,0,0,0,0
278632,0,0,0,0,0,0
278640,0,0,0,0,0,0
278695,95.6,4,1,0,0,1
278710,67.8,4,1,0,0,0
278742,109.2,3,0,0,0,0
278878,0.4,1,0,0,0,0
278879,0,0,0,0,0,0
278895,6.6,1,1,0,0,0
278930,0,0,0,0,0,0
278947,0,0,0,0,0,0
278952,19.1,1,1,0,0,0
279098,44.4,1,1,1,0,0
279130,0,0,0,0,0,0
279201,0,0,0,0,0,0
279229,272.1,9,1,1,0,1
279235,0,0,0,0,0,0
279271,0,0,0,0,0,0
279288,2,1,0,0,0,0
279325,0,0,0,0,0,0
279355,26.2,5,1,0,0,0
279431,1.1,1,0,0,0,0
279521,10.3,1,1,0,0,0
279543,0,0,0,0,0,0
279575,0,0,0,0,0,0
279600,47.5,2,1,0,0,0
279647,0,0,0,0,0,0
279777,0,0,0,0,0,0
279857,5.6,1,0,0,0,0
279917,0,0,0,0,0,0
279956,0.1,1,0,0,0,0
279979,44.1,1,0,0,0,0
279989,0,0,0,0,0,0
280008,0,0,0,0,0,0
280032,33.2,1,1,0,0,0
280041,14.1,1,1,0,0,0
280084,0,0,0,0,0,0
280101,49.8,2,1,0,0,0
280105,0,0,0,0,0,0
280116,0,0,0,0,0,0
280203,0,0,0,0,0,0
280214,0,0,0,0,0,0
280346,280.2,13,1,1,0,1
280363,1.2,1,0,0,0,0
280462,0,0,0,0,0,0
280476,11.5,1,0,0,0,0
280536,0,0,0,0,0,0
280540,0,0,0,0,0,0
280548,1913.8,66,1,1,0,1
280568,0,0,0,0,0,0
280571,0,0,0,0,0,0
280591,14.1,2,0,0,0,0
280602,0,0,0,0,0,0
280612,3.3,1,0,0,0,0
280631,22.5,1,1,0,0,0
280632,1.6,1,0,0,0,0
280688,0,0,0,0,0,0
280746,0,0,0,0,0,0
280883,11.8,1,0,0,0,0
280893,0,0,0,0,0,0
280895,0,0,0,0,0,0
280898,0,0,0,0,0,0
280906,0,0,0,0,0,0
280911,1.2,1,0,0,0,0
280917,0,0,0,0,0,0
281012,10.5,1,1,0,0,0
281040,49.1,2,1,0,0,0
281041,0,0,0,0,0,0
281086,32.8,3,1,0,0,0
281110,91.7,1,1,0,0,0
281121,9.4,1,0,0,0,0
281151,22.5,9,1,1,0,0
281159,0,0,0,0,0,0
281189,17.4,1,1,0,0,0
281206,0,0,0,0,0,0
281274,0,0,0,0,0,0
281338,0,0,0,0,0,0
281352,9.5,1,1,0,0,0
281379,542.2,4,1,1,0,0
281406,0,0,0,0,0,0
281408,0,0,0,0,0,0
281501,0.9,2,0,0,0,0
281558,6.5,1,1,0,0,0
281566,1.5,2,0,0,0,0
281604,10.2,2,0,0,0,0
281647,7.7,1,1,0,0,0
281732,0,0,0,0,0,0
281733,13.5,2,1,0,0,0
281734,80.5,2,1,0,0,0
281773,0,1,1,0,0,0
281791,60.8,6,1,1,0,0
281800,3.4,1,0,0,0,0
281803,0,0,0,0,0,0
281822,0,0,0,0,0,0
281850,0.1,1,0,0,0,0
281877,0,0,0,0,0,0
281951,0,0,0,0,0,0
281998,0,0,0,0,0,0
282022,0.2,2,0,0,0,1
282248,0,0,0,0,0,0
282259,0,0,0,0,0,0
282260,0,0,0,0,0,0
282323,1,1,0,0,0,0
282330,232,10,1,1,0,1
282461,2,1,0,0,0,0
282515,0,0,0,0,0,0
282557,0,0,0,0,0,0
282578,32,4,1,0,0,0
282599,0,0,0,0,0,0
282643,171.8,19,1,1,0,1
282674,0,0,0,0,0,0
282681,3.7,2,0,0,0,0
282686,2.2,1,0,0,0,0
282692,55.9,4,1,1,0,0
282768,0,0,0,0,0,0
282784,48,2,0,0,0,0
282798,0,0,0,0,0,0
282803,1671.2,14,1,1,1,1
282808,0,0,0,0,0,0
282818,0,0,0,0,0,1
282834,0,0,0,0,0,0
282841,0,0,0,0,0,0
282896,2,1,1,0,0,0
282937,475.2,10,1,1,0,1
282974,0,1,0,1,0,0
283082,4,1,0,0,0,0
283108,8.7,2,1,0,0,0
283118,0,0,0,0,0,0
283124,0,0,0,0,0,0
283169,0,0,0,0,0,0
283205,0,0,0,0,0,0
283216,0.1,1,0,0,0,0
283236,0,0,0,0,0,0
283342,23.6,1,1,0,0,0
283350,41.6,2,1,1,0,0
283469,43.3,3,1,0,0,0
283567,2.9,1,0,0,0,0
283576,482.2,24,1,1,0,1
283599,0.7,1,0,0,0,0
283619,0,0,0,0,0,0
283673,0,0,0,0,0,0
283754,0,0,0,0,0,0
283781,0.3,1,0,0,0,0
283838,0,0,0,0,0,0
283855,312.4,5,1,1,0,0
283864,0,0,0,0,0,0
283892,0,0,0,0,0,0
283938,13.7,1,1,0,0,0
283953,0,0,0,0,0,0
284140,0,0,0,0,0,0
284158,0,0,0,0,0,0
284174,0,0,0,0,0,0
284193,0,0,0,0,0,0
284212,65.7,2,1,0,0,0
284266,660,36,1,1,0,1
284291,0,0,0,0,0,0
284334,49.8,4,1,1,0,0
284477,0,0,0,0,0,0
284493,10.6,1,1,0,0,0
284512,39.6,3,1,0,0,1
284515,28,1,0,0,0,0
284585,0,0,0,0,0,0
284625,0,0,0,0,0,0
284662,261,4,1,1,0,0
284739,1.6,1,0,0,0,0
284801,0,0,0,0,0,0
284808,0.2,1,1,0,0,0
284863,0,0,0,0,0,0
284883,0,0,0,0,0,0
284892,0,0,0,0,0,0
284895,0.2,1,0,0,0,0
284959,122.1,6,1,1,0,0
284978,5.5,1,0,0,0,0
285024,4.2,1,0,0,0,0
285124,0,0,0,0,0,0
285198,0,0,0,0,0,0
285258,0.2,1,0,0,0,0
285329,0,0,0,0,0,0
285353,0,0,0,0,0,0
285428,0,0,0,0,0,0
285442,0,0,0,0,0,0
285462,23.1,5,1,1,0,0
285475,0,0,0,0,0,0
285486,0,0,0,0,0,0
285504,617.9,11,1,1,0,1
285526,0,0,0,0,0,0
285552,9.8,3,0,0,0,0
285607,24.2,1,1,0,0,0
285643,95,3,0,1,0,0
285674,0,0,0,0,0,0
285690,0.2,1,0,0,0,0
285699,0,0,0,0,0,0
285755,0,0,0,0,0,0
285775,0,0,0,0,0,0
285865,16.3,2,0,0,0,0
285869,0,0,0,0,0,0
285885,344.3,3,0,1,0,0
285897,0,0,0,0,0,0
285957,0,0,0,0,0,0
285963,291.5,5,1,1,0,0
285971,0,0,0,0,0,0
286016,0,0,0,0,0,0
286103,0,0,0,0,0,0
286126,0.8,1,0,0,0,0
286157,0.5,1,0,0,0,0
286218,96.7,3,0,1,0,0
286236,0,0,0,0,0,0
286259,117,2,1,0,0,0
286288,0,0,0,0,0,0
286290,0,0,0,0,0,0
